Grade,Word,Difficult,Length
3,plane,FALSE,5
3,please,TRUE,6
3,pocket,FALSE,6
3,point,FALSE,5
3,poor,FALSE,4
3,race,FALSE,4
3,reach,FALSE,5
3,reading,FALSE,7
3,ready,FALSE,5
3,real,FALSE,4
3,rich,FALSE,4
3,right,TRUE,5
3,river,FALSE,5
3,rocket,FALSE,6
3,rode,FALSE,4
3,round,FALSE,5
3,rule,FALSE,4
3,running,TRUE,7
3,salt,FALSE,4
3,says,FALSE,4
3,sending,FALSE,7
3,sent,TRUE,4
3,seventh,FALSE,7
3,sew,FALSE,3
3,shall,FALSE,5
3,short,FALSE,5
3,shot,FALSE,4
3,should,FALSE,6
3,sight,FALSE,5
3,sister,FALSE,6
3,sitting,FALSE,7
3,sixth,FALSE,5
3,sled,FALSE,4
3,smoke,FALSE,5
3,soap,FALSE,4
3,someone,TRUE,7
3,something,TRUE,9
3,sometime,TRUE,8
3,song,FALSE,4
3,sorry,FALSE,5
3,sound,FALSE,5
3,south,FALSE,5
3,space,FALSE,5
3,spelling,FALSE,8
3,spent,FALSE,5
3,sport,FALSE,5
3,spring,FALSE,6
3,stairs,FALSE,6
3,stand,FALSE,5
3,state,FALSE,5
3,step,FALSE,4
3,stick,FALSE,5
3,stood,FALSE,5
3,stopped,TRUE,7
3,stove,FALSE,5
3,street,FALSE,6
3,strong,FALSE,6
3,study,FALSE,5
3,such,FALSE,4
3,sugar,FALSE,5
3,summer,TRUE,6
3,Sunday,TRUE,6
3,supper,FALSE,6
3,table,FALSE,5
3,taken,FALSE,5
3,taking,FALSE,6
3,talking,FALSE,7
3,teacher,TRUE,7
3,team,FALSE,4
3,teeth,FALSE,5
3,tenth,FALSE,5
3,that's,TRUE,6
3,their,FALSE,5
3,these,TRUE,5
3,thinking,FALSE,8
3,third,FALSE,5
3,those,FALSE,5
3,thought,TRUE,7
3,throw,FALSE,5
3,tonight,TRUE,7
3,trade,FALSE,5
3,trick,FALSE,5
3,trip,FALSE,4
3,trying,FALSE,6
3,turn,FALSE,4
3,twelve,FALSE,6
3,twenty,FALSE,6
3,uncle,FALSE,5
3,under,FALSE,5
3,upon,TRUE,4
3,wagon,FALSE,5
3,wait,FALSE,4
3,walking,FALSE,7
3,wasn't,FALSE,6
3,watch,FALSE,5
3,water,FALSE,5
3,weather,TRUE,7
3,we're,TRUE,5
3,west,FALSE,4
3,wheat,FALSE,5
3,where,TRUE,5
3,which,FALSE,5
3,wife,FALSE,4
3,wild,FALSE,4
3,win,FALSE,3
3,window,FALSE,6
3,winter,FALSE,6
3,without,FALSE,7
3,woman,TRUE,5
3,won,FALSE,3
3,won't,TRUE,5
3,wool,FALSE,4
3,word,FALSE,4
3,working,FALSE,7
3,world,TRUE,5
3,would,TRUE,5
3,write,TRUE,5
3,wrong,FALSE,5
3,yard,FALSE,4
3,year,FALSE,4
3,yesterday,FALSE,9
3,you're,TRUE,6
4,across,FALSE,6
4,against,FALSE,7
4,answer,TRUE,6
4,awhile,TRUE,6
4,between,FALSE,7
4,board,FALSE,5
4,bottom,FALSE,6
4,breakfast,FALSE,9
4,broken,FALSE,6
4,build,FALSE,5
4,building,FALSE,8
4,built,FALSE,5
4,captain,TRUE,7
4,carried,FALSE,7
4,caught,TRUE,6
4,charge,TRUE,6
4,chicken,FALSE,7
4,circus,FALSE,6
4,cities,FALSE,6
4,clothes,TRUE,7
4,company,FALSE,7
4,couldn't,TRUE,8
4,country,FALSE,7
4,discover,FALSE,8
4,doctor,TRUE,6
4,doesn't,FALSE,7
4,dollar,FALSE,6
4,during,FALSE,6
4,eighth,TRUE,6
4,else,FALSE,4
4,enjoy,FALSE,5
4,enough,FALSE,6
4,everybody,TRUE,9
4,example,FALSE,7
4,except,FALSE,6
4,excuse,FALSE,6
4,field,TRUE,5
4,fifth,FALSE,5
4,finish,FALSE,6
4,following,FALSE,9
4,good-by,TRUE,7
4,group,FALSE,5
4,happened,TRUE,8
4,harden,FALSE,6
4,haven't,TRUE,7
4,heavy,FALSE,5
4,held,FALSE,4
4,hospital,TRUE,8
4,idea,FALSE,4
4,instead,TRUE,7
4,known,FALSE,5
4,laugh,FALSE,5
4,middle,FALSE,6
4,minute,FALSE,6
4,mountain,FALSE,8
4,ninth,FALSE,5
4,ocean,FALSE,5
4,office,FALSE,6
4,parent,FALSE,6
4,peanut,FALSE,6
4,pencil,FALSE,6
4,picnic,FALSE,6
4,police,FALSE,6
4,pretty,TRUE,6
4,prize,FALSE,5
4,quite,TRUE,5
4,radio,FALSE,5
4,raise,FALSE,5
4,really,TRUE,6
4,reason,FALSE,6
4,remember,TRUE,8
4,return,FALSE,6
4,Saturday,TRUE,8
4,scare,FALSE,5
4,second,FALSE,6
4,since,FALSE,5
4,slowly,FALSE,6
4,stories,FALSE,7
4,student,FALSE,7
4,sudden,FALSE,6
4,suit,FALSE,4
4,sure,TRUE,4
4,swimming,TRUE,8
4,though,FALSE,6
4,threw,TRUE,5
4,tired,FALSE,5
4,together,TRUE,8
4,tomorrow,TRUE,8
4,toward,FALSE,6
4,tried,TRUE,5
4,trouble,FALSE,7
4,truly,TRUE,5
4,turtle,FALSE,6
4,until,TRUE,5
4,village,FALSE,7
4,visit,FALSE,5
4,wear,FALSE,4
4,we'll,FALSE,5
4,whole,TRUE,5
4,whose,FALSE,5
4,women,FALSE,5
4,wouldn't,TRUE,8
4,writing,TRUE,7
4,written,FALSE,7
4,wrote,FALSE,5
4,yell,FALSE,4
4,young,FALSE,5
5,although,FALSE,8
5,America,FALSE,7
5,among,FALSE,5
5,arrive,FALSE,6
5,attention,FALSE,9
5,beautiful,TRUE,9
5,countries,FALSE,9
5,course,TRUE,6
5,cousin,TRUE,6
5,decide,FALSE,6
5,different,TRUE,9
5,evening,FALSE,7
5,favorite,FALSE,8
5,finally,TRUE,7
5,future,FALSE,6
5,happiest,FALSE,8
5,happiness,FALSE,9
5,important,FALSE,9
5,interest,FALSE,8
5,piece,FALSE,5
5,planet,FALSE,6
5,present,FALSE,7
5,president,FALSE,9
5,principal,TRUE,9
5,probably,TRUE,8
5,problem,FALSE,7
5,receive,TRUE,7
5,sentence,FALSE,8
5,several,FALSE,7
5,special,FALSE,7
5,suddenly,FALSE,8
5,suppose,TRUE,7
5,surely,TRUE,6
5,surprise,TRUE,8
5,they're,TRUE,7
5,through,FALSE,7
5,usually,FALSE,7
